extended link role,definition,prefix,name,label,depth,order,priority,parent,arcrole,systemid
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ReinsuranceRecoverablesOnUnpaidLossesGross,"Reinsurance Recoverables on Unpaid Losses, Gross",0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ReinsuranceRecoverablesOnUnpaidLossesAllowance,"Reinsurance Recoverables on Unpaid Losses, Allowance",1,1.0 ,0,us-gaap:ReinsuranceRecoverablesOnUnpaidLossesGross,http://www.xbrl.org/2021/arcrole/instant-contra,us-gaap-instantContra-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,SalesTypeLeaseNetInvestmentInLease,"Sales-Type Lease, Net Investment in Lease, before Allowance for Credit Loss",0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,SalesTypeLeaseNetInvestmentInLeaseAllowanceForCreditLoss,"Sales-type Lease, Net Investment in Lease, Allowance for Credit Loss",1,1.0 ,0,us-gaap:SalesTypeLeaseNetInvestmentInLease,http://www.xbrl.org/2021/arcrole/instant-contra,us-gaap-instantContra-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,SalesTypeLeaseNetInvestmentInLeaseAllowanceForCreditLossRecovery,"Sales-type Lease, Net Investment in Lease, Allowance for Credit Loss, Recovery",2,1.0 ,0,us-gaap:SalesTypeLeaseNetInvestmentInLeaseAllowanceForCreditLoss,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,SalesTypeLeaseNetInvestmentInLeaseAllowanceForCreditLossWriteoff,"Sales-Type Lease, Net Investment in Lease, Allowance for Credit Loss, Writeoff",2,1.0 ,0,us-gaap:SalesTypeLeaseNetInvestmentInLeaseAllowanceForCreditLoss,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,SalesTypeLeaseNetInvestmentInLeaseAllowanceForCreditLossPeriodIncreaseDecrease,"Sales-type Lease, Net Investment in Lease, Allowance for Credit Loss, Period Increase (Decrease)",2,2.0 ,0,us-gaap:SalesTypeLeaseNetInvestmentInLeaseAllowanceForCreditLoss,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,SalesTypeLeaseNetInvestmentInLeaseBeforeAllowanceForCreditLossCurrent,"Sales-Type Lease, Net Investment in Lease, before Allowance for Credit Loss, Current",0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,SalesTypeLeaseNetInvestmentInLeaseAllowanceForCreditLossCurrent,"Sales-type Lease, Net Investment in Lease, Allowance for Credit Loss, Current",1,1.0 ,0,us-gaap:SalesTypeLeaseNetInvestmentInLeaseBeforeAllowanceForCreditLossCurrent,http://www.xbrl.org/2021/arcrole/instant-contra,us-gaap-instantContra-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,SalesTypeLeaseNetInvestmentInLeaseBeforeAllowanceForCreditLossNoncurrent,"Sales-Type Lease, Net Investment in Lease, before Allowance for Credit Loss, Noncurrent",0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,SalesTypeLeaseNetInvestmentInLeaseAllowanceForCreditLossNoncurrent,"Sales-type Lease, Net Investment in Lease, Allowance for Credit Loss, Noncurrent",1,1.0 ,0,us-gaap:SalesTypeLeaseNetInvestmentInLeaseBeforeAllowanceForCreditLossNoncurrent,http://www.xbrl.org/2021/arcrole/instant-contra,us-gaap-instantContra-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,AdditionalLiabilityLongDurationInsuranceOriginalDiscountRateBeforeReinsuranceAfterCashFlowChange,"Additional Liability, Long-Duration Insurance, Original Discount Rate, before Reinsurance, after Cash Flow Change",0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,AdditionalLiabilityLongDurationInsurancePeriodIncreaseDecrease,"Additional Liability, Long-Duration Insurance, Period Increase (Decrease)",1,1.0 ,0,us-gaap:AdditionalLiabilityLongDurationInsuranceOriginalDiscountRateBeforeReinsuranceAfterCashFlowChange,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,AffordableHousingProgramObligation,Affordable Housing Program Obligation,0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,AffordableHousingProgramObligationPeriodIncreaseDecrease,"Affordable Housing Program Obligation, Period Increase (Decrease)",1,1.0 ,0,us-gaap:AffordableHousingProgramObligation,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,BelowMarketLeaseNet,"Below Market Lease, Net",0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,BelowMarketLeaseAcquired,"Below Market Lease, Acquired",1,1.0 ,0,us-gaap:BelowMarketLeaseNet,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,AmortizationOfBelowMarketLease,Amortization of Below Market Lease,1,1.0 ,0,us-gaap:BelowMarketLeaseNet,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,BelowMarketLeasePeriodIncreaseDecrease,"Below Market Lease, Period Increase (Decrease)",1,2.0 ,0,us-gaap:BelowMarketLeaseNet,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,CapitalizedComputerSoftwareNet,"Capitalized Computer Software, Net",0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,CapitalizedComputerSoftwareAdditions,"Capitalized Computer Software, Additions",1,1.0 ,0,us-gaap:CapitalizedComputerSoftwareNet,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,CapitalizedComputerSoftwarePeriodIncreaseDecrease,"Capitalized Computer Software, Period Increase (Decrease)",1,2.0 ,0,us-gaap:CapitalizedComputerSoftwareNet,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,CapitalizedExploratoryWellCosts,"Oil and Gas, Capitalized Exploratory Well Cost",0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,CapitalizedExploratoryWellCostAdditionsPendingDeterminationOfProvedReserves,"Oil and Gas, Capitalized Exploratory Well Cost, Addition Pending Determination of Proved Reserve",1,1.0 ,0,us-gaap:CapitalizedExploratoryWellCosts,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ReclassificationToWellFacilitiesAndEquipmentBasedOnDeterminationOfProvedReserves,"Oil and Gas, Capitalized Exploratory Well Cost, Reclassification Based on Determination of Proved Reserve",1,1.0 ,0,us-gaap:CapitalizedExploratoryWellCosts,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,CapitalizedExploratoryWellCostPeriodIncreaseDecrease,"Oil and Gas, Capitalized Exploratory Well Cost, Period Increase (Decrease)",1,2.0 ,0,us-gaap:CapitalizedExploratoryWellCosts,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ClosedBlockAssetsAndLiabilitiesMaximumFutureEarningsToBeRecognized,"Closed Block Assets and Liabilities, Maximum Future Earnings to be Recognized",0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ClosedBlockAssetsAndLiabilitiesMaximumFutureEarningsToBeRecognizedPeriodIncreaseDecrease,"Closed Block Assets and Liabilities Maximum Future Earnings to be Recognized, Period Increase (Decrease)",1,1.0 ,0,us-gaap:ClosedBlockAssetsAndLiabilitiesMaximumFutureEarningsToBeRecognized,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ClosedBlockLiabilitiesPolicyholderDividendObligation,Closed Block Dividend Obligation,0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ClosedBlockDividendObligationIncreaseDecreaseForEffectOfOperatingResults,"Closed Block Dividend Obligation, Increase (Decrease) for Effect of Operating Results",1,1.0 ,0,us-gaap:ClosedBlockLiabilitiesPolicyholderDividendObligation,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ClosedBlockDividendObligationChangeInUnrealizedInvestmentGainsLosses,"Closed Block Dividend Obligation, Change in Unrealized Investment Gain (Loss)",1,2.0 ,0,us-gaap:ClosedBlockLiabilitiesPolicyholderDividendObligation,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ClosedBlockDividendObligationPeriodIncreaseDecrease,"Closed Block Dividend Obligation, Period Increase (Decrease)",1,3.0 ,0,us-gaap:ClosedBlockLiabilitiesPolicyholderDividendObligation,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAccumulatedAmortization,"Deferred Finance Costs, Own-share Lending Arrangement, Issuance Costs, Accumulated Amortization",0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAccumulatedAmortizationAdjustment,"Deferred Finance Costs, Own-share Lending Arrangement, Issuance Costs, Accumulated Amortization Adjustment",1,1.0 ,0,us-gaap:DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAccumulatedAmortization,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAmortizationExpensePeriodIncreaseDecrease,"Deferred Finance Costs, Own-share Lending Arrangement, Issuance Costs, Accumulated Amortization Expense, Period Increase (Decrease)",1,2.0 ,0,us-gaap:DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAccumulatedAmortization,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DeferredIncome,Deferred Income,0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DeferredIncomeAddition,"Deferred Income, Addition",1,1.0 ,0,us-gaap:DeferredIncome,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DeferredIncomeRevenueRecognized,"Deferred Income, Revenue Recognized",1,1.0 ,0,us-gaap:DeferredIncome,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DeferredIncomePeriodIncreaseDecrease,"Deferred Income, Period Increase (Decrease)",1,2.0 ,0,us-gaap:DeferredIncome,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DeferredPolicyAcquisitionCostsAndValueOfBusinessAcquired,"Deferred Policy Acquisition Costs and Present Value of Future Insurance Profits, Net",0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DeferredPolicyAcquisitionCostsAndPresentValueOfFutureProfitsAdditions,"Deferred Policy Acquisition Costs and Present Value of Future Insurance Profits, Addition",1,1.0 ,0,us-gaap:DeferredPolicyAcquisitionCostsAndValueOfBusinessAcquired,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DeferredPolicyAcquisitionCostsAndPresentValueOfFutureProfitsPeriodIncreaseDecrease,"Deferred Policy Acquisition Costs and Present Value of Future Insurance Profits, Period Increase (Decrease)",1,2.0 ,0,us-gaap:DeferredPolicyAcquisitionCostsAndValueOfBusinessAcquired,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DefinedBenefitPlanBenefitObligation,"Defined Benefit Plan, Benefit Obligation",0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DefinedBenefitPlanPlanAmendments,"Defined Benefit Plan, Benefit Obligation, Increase (Decrease) for Plan Amendment",1,1.0 ,0,us-gaap:DefinedBenefitPlanBenefitObligation,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DefinedBenefitPlanDivestituresBenefitObligation,"Defined Benefit Plan, Benefit Obligation, Divestiture",1,1.0 ,0,us-gaap:DefinedBenefitPlanBenefitObligation,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DefinedBenefitPlanBusinessCombinationsAndAcquisitionsBenefitObligation,"Defined Benefit Plan, Benefit Obligation, Business Combination",1,2.0 ,0,us-gaap:DefinedBenefitPlanBenefitObligation,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DefinedBenefitPlanCurtailments,"Defined Benefit Plan, Benefit Obligation, (Increase) Decrease for Curtailment",1,2.0 ,0,us-gaap:DefinedBenefitPlanBenefitObligation,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DefinedBenefitPlanSpecialTerminationBenefits,"Defined Benefit Plan, Benefit Obligation, Special and Contractual Termination Benefits",1,3.0 ,0,us-gaap:DefinedBenefitPlanBenefitObligation,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DefinedBenefitPlanSettlementsBenefitObligation,"Defined Benefit Plan, Benefit Obligation, (Increase) Decrease for Settlement",1,3.0 ,0,us-gaap:DefinedBenefitPlanBenefitObligation,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DefinedBenefitPlanOtherChanges,"Defined Benefit Plan, Benefit Obligation, Increase (Decrease) for Other Change",1,4.0 ,0,us-gaap:DefinedBenefitPlanBenefitObligation,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DefinedBenefitPlanBenefitObligationPeriodIncreaseDecrease,"Defined Benefit Plan, Benefit Obligation, Period Increase (Decrease)",1,5.0 ,0,us-gaap:DefinedBenefitPlanBenefitObligation,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DirectFinancingLeaseNetInvestmentInLeaseAllowanceForCreditLoss,"Direct Financing Lease, Net Investment in Lease, Allowance for Credit Loss",0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DirectFinancingLeaseNetInvestmentInLeaseAllowanceForCreditLossRecovery,"Direct Financing Lease, Net Investment in Lease, Allowance for Credit Loss, Recovery",1,1.0 ,0,us-gaap:DirectFinancingLeaseNetInvestmentInLeaseAllowanceForCreditLoss,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DirectFinancingLeaseNetInvestmentInLeaseAllowanceForCreditLossWriteoff,"Direct Financing Lease, Net Investment in Lease, Allowance for Credit Loss, Writeoff",1,1.0 ,0,us-gaap:DirectFinancingLeaseNetInvestmentInLeaseAllowanceForCreditLoss,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,DirectFinancingLeaseNetInvestmentInLeaseAllowanceForCreditLossPeriodIncreaseDecrease,"Direct Financing Lease, Net Investment in Lease, Allowance for Credit Loss, Period Increase (Decrease)",1,2.0 ,0,us-gaap:DirectFinancingLeaseNetInvestmentInLeaseAllowanceForCreditLoss,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FDICIndemnificationAsset,FDIC Indemnification Asset,0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FDICIndemnificationAssetAcquisitions,"FDIC Indemnification Asset, Acquisitions",1,1.0 ,0,us-gaap:FDICIndemnificationAsset,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FDICIndemnificationAssetCashPaymentsReceived,"FDIC Indemnification Asset, Cash Payments Received",1,1.0 ,0,us-gaap:FDICIndemnificationAsset,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FDICIndemnificationAssetAdditionalEstimatedLosses,"FDIC Indemnification Asset, Additional Estimated Losses",1,2.0 ,0,us-gaap:FDICIndemnificationAsset,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FDICIndemnificationAssetNetWriteOffs,"FDIC Indemnification Asset, Writeoff, Net",1,2.0 ,0,us-gaap:FDICIndemnificationAsset,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FDICIndemnificationAssetAccretionOfDiscount,"FDIC Indemnification Asset, Accretion of Discount",1,3.0 ,0,us-gaap:FDICIndemnificationAsset,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FDICIndemnificationAssetDisposals,"FDIC Indemnification Asset, Disposals",1,3.0 ,0,us-gaap:FDICIndemnificationAsset,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FDICIndemnificationAssetPeriodIncreaseDecrease,"FDIC Indemnification Asset, Period Increase (Decrease)",1,4.0 ,0,us-gaap:FDICIndemnificationAsset,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,"Fair Value, Measurement with Unobservable Inputs Reconciliation, Recurring Basis, Asset Value",0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPeriodIncreaseDecrease,"Fair Value, Measurement with Unobservable Inputs Reconciliation, Recurring Basis, Asset, Period Increase (Decrease)",1,1.0 ,0,us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,"Fair Value, Measurement with Unobservable Inputs Reconciliation, Recurring Basis, Liability Value",0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,"Fair Value, Measurement with Unobservable Inputs Reconciliation, Recurring Basis, Liability, Period Increase (Decrease)",1,1.0 ,0,us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,"Fair Value, Net Derivative Asset (Liability) Measured on Recurring Basis with Unobservable Inputs",0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPurchases,"Fair Value, Net Derivative Asset (Liability) Measured on Recurring Basis, Unobservable Inputs Reconciliation, Purchases",1,1.0 ,0,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSales,"Fair Value, Net Derivative Asset (Liability) Measured on Recurring Basis, Unobservable Inputs Reconciliation, Sales",1,1.0 ,0,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationIssues,"Fair Value, Net Derivative Asset (Liability) Measured on Recurring Basis, Unobservable Inputs Reconciliation, Issues",1,2.0 ,0,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,"Fair Value, Net Derivative Asset (Liability) Measured on Recurring Basis, Unobservable Inputs Reconciliation, Settlements",1,2.0 ,0,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPurchasesSalesIssuesSettlements,"Fair Value, Net Derivative Asset (Liability) Measured on Recurring Basis, Unobservable Inputs Reconciliation, Purchases, Sales, Issues, Settlements",1,3.0 ,0,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersOutOfLevel3,"Fair Value, Net Derivative Asset (Liability) Measured on Recurring Basis, Unobservable Inputs Reconciliation, Transfers out of Level 3",1,3.0 ,0,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersIntoLevel3,"Fair Value, Net Derivative Asset (Liability) Measured on Recurring Basis, Unobservable Inputs Reconciliation, Transfers into Level 3",1,4.0 ,0,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersNet,"Fair Value, Net Derivative Asset (Liability) Measured on Recurring Basis, Unobservable Inputs Reconciliation, Transfers, Net",1,5.0 ,0,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPeriodIncreaseDecrease,"Fair Value, Net Derivative Asset (Liability) Measured on Recurring Basis, Unobservable Inputs Reconciliation, Period Increase (Decrease)",1,6.0 ,0,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FinancialGuaranteeInsuranceContractsPremiumReceivable,"Financial Guarantee Insurance Contracts, Premium Receivable",0,,,,,
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,FinancialGuaranteeInsuranceContractsPremiumsReceivableAdjustment,"Financial Guarantee Insurance Contracts, Premiums Receivable, Adjustment",1,1.0 ,0,us-gaap:FinancialGuaranteeInsuranceContractsPremiumReceivable,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
